客戶,基金,基金簡稱,風險等級,金額,總金額,weight
318731,51,野村巴西證券投資信託基金,RR5,3000,12000,0.25
318731,55,野村雙印傘型之印尼潛力基金,RR5,0,12000,0.0
286017,1,野村優質基金-累積類型新臺幣計價,RR4,3000,28306,0.10598459690524976
286017,3,野村成長基金,RR4,3000,28306,0.10598459690524976
286017,5,野村 e科技基金,RR5,0,28306,0.0
286017,20,野村環球基金-新臺幣計價,RR4,3000,28306,0.10598459690524976
286017,36,野村台灣高股息基金,RR4,0,28306,0.0
286017,37,野村全球生技醫療基金,RR4,3000,28306,0.10598459690524976
286017,40,野村全球不動產證券化基金-月配型新臺幣計價,RR4,45,28306,0.0015897689535787466
286017,41,野村亞太高股息基金-季配型新臺幣計價,RR5,10000,28306,0.3532819896841659
286017,48,野村中國機會基金,RR5,3000,28306,0.10598459690524976
286017,51,野村巴西證券投資信託基金,RR5,3000,28306,0.10598459690524976
286017,57,野村亞太複合高收益債基金-月配型新臺幣計價,RR4,261,28306,0.00922065993075673
286547,18,野村台灣運籌基金,RR4,3000,3000,1.0
287026,1,野村優質基金-累積類型新臺幣計價,RR4,5000,15000,0.3333333333333333
287026,3,野村成長基金,RR4,5000,15000,0.3333333333333333
287026,7,野村中小基金-累積類型,RR5,5000,15000,0.3333333333333333
287153,50,野村全球美元投資級公司債基金-月配類型,RR2,10000,10105,0.9896091044037605
287153,57,野村亞太複合高收益債基金-月配型新臺幣計價,RR4,105,10105,0.010390895596239486
287232,20,野村環球基金-新臺幣計價,RR4,0,210000,0.0
287232,28,野村高科技基金,RR5,132000,210000,0.6285714285714286
287232,46,野村新興傘型之大俄羅斯基金,RR5,55000,210000,0.2619047619047619
287232,51,野村巴西證券投資信託基金,RR5,23000,210000,0.10952380952380952
287233,8,野村全球品牌基金,RR4,5000,10000,0.5
287233,9,野村全球高股息基金-累積型新臺幣計價,RR4,5000,10000,0.5
319435,C9,野村優質基金-S類型新臺幣計價,RR5,5500,89000,0.06179775280898876
319435,D4,野村鑫平衡組合基金-S類型,RR4,5500,89000,0.06179775280898876
319435,D7,野村環球基金-S類型新臺幣計價,RR5,38500,89000,0.43258426966292135
319435,E3,野村動態配置多重資產基金-S類型新臺幣計價,RR3,5500,89000,0.06179775280898876
319435,20,野村環球基金-新臺幣計價,RR4,25000,89000,0.2808988764044944
319435,48,野村中國機會基金,RR5,9000,89000,0.10112359550561797
287286,8,野村全球品牌基金,RR4,3000,13000,0.23076923076923078
287286,18,野村台灣運籌基金,RR4,5000,13000,0.38461538461538464
287286,37,野村全球生技醫療基金,RR4,5000,13000,0.38461538461538464
76027,C9,野村優質基金-S類型新臺幣計價,RR5,250,104065,0.002402344688415894
76027,D3,野村鑫全球債券組合基金-S類型,RR3,2019,104065,0.019401335703646758
76027,D4,野村鑫平衡組合基金-S類型,RR4,2005,104065,0.019266804401095468
76027,D7,野村環球基金-S類型新臺幣計價,RR5,8000,104065,0.07687503002930861
76027,D8,野村新興高收益債組合基金-S類型,RR3,1011,104065,0.009715081919953876
76027,E1,野村環球高收益債基金-S類型新臺幣計價,RR3,1001,104065,0.009618988132417239
76027,E3,野村動態配置多重資產基金-S類型新臺幣計價,RR3,6065,104065,0.05828088214096959
76027,5,野村 e科技基金,RR5,10000,104065,0.09609378753663575
76027,10,野村鑫全球債券組合基金-累積類型,RR3,2077,104065,0.019958679671359246
76027,11,野村鑫平衡組合基金-累積類型,RR4,2041,104065,0.019612742036227357
76027,20,野村環球基金-新臺幣計價,RR4,8310,104065,0.07985393744294432
76027,46,野村新興傘型之大俄羅斯基金,RR5,50000,104065,0.4804689376831788
76027,48,野村中國機會基金,RR5,3000,104065,0.028828136260990726
76027,52,野村新興高收益債組合基金-累積型,RR3,1038,104065,0.00997453514630279
76027,59,野村環球高收益債基金-累積類型新臺幣計價,RR3,1040,104065,0.009993753903810118
76027,67,野村歐洲中小成長基金-累積類型新臺幣計價,RR4,0,104065,0.0
76027,76,野村動態配置多重資產基金-累積類型新臺幣計價,RR3,6208,104065,0.05965502330274348
287704,7,野村中小基金-累積類型,RR5,4000,12000,0.3333333333333333
287704,36,野村台灣高股息基金,RR4,4000,12000,0.3333333333333333
287704,48,野村中國機會基金,RR5,4000,12000,0.3333333333333333
87598,C9,野村優質基金-S類型新臺幣計價,RR5,2000,24000,0.08333333333333333
87598,D3,野村鑫全球債券組合基金-S類型,RR3,2000,24000,0.08333333333333333
87598,D4,野村鑫平衡組合基金-S類型,RR4,2000,24000,0.08333333333333333
87598,D7,野村環球基金-S類型新臺幣計價,RR5,12000,24000,0.5
87598,E3,野村動態配置多重資產基金-S類型新臺幣計價,RR3,2000,24000,0.08333333333333333
87598,7,野村中小基金-累積類型,RR5,4000,24000,0.16666666666666666
288124,46,野村新興傘型之大俄羅斯基金,RR5,15000,15000,1.0
288256,37,野村全球生技醫療基金,RR4,3000,3000,1.0
288256,94,野村全球短期收益基金-新台幣計價,RR2,0,3000,0.0
288382,36,野村台灣高股息基金,RR4,10000,10000,1.0
288463,17,野村亞太高股息基金-累積型新臺幣計價,RR5,3000,3000,1.0
288813,7,野村中小基金-累積類型,RR5,5000,5000,1.0
288874,4,野村平衡基金,RR4,3000,12000,0.25
288874,17,野村亞太高股息基金-累積型新臺幣計價,RR5,3000,12000,0.25
288874,18,野村台灣運籌基金,RR4,3000,12000,0.25
288874,20,野村環球基金-新臺幣計價,RR4,3000,12000,0.25
289065,3,野村成長基金,RR4,3000,3000,1.0
289247,5,野村 e科技基金,RR5,8000,17000,0.47058823529411764
289247,8,野村全球品牌基金,RR4,3000,17000,0.17647058823529413
289247,48,野村中國機會基金,RR5,6000,17000,0.35294117647058826
92133,C9,野村優質基金-S類型新臺幣計價,RR5,5500,1777861,0.0030936051806074827
92133,D3,野村鑫全球債券組合基金-S類型,RR3,5500,1777861,0.0030936051806074827
92133,D4,野村鑫平衡組合基金-S類型,RR4,5500,1777861,0.0030936051806074827
92133,D7,野村環球基金-S類型新臺幣計價,RR5,33000,1777861,0.018561631083644895
92133,E3,野村動態配置多重資產基金-S類型新臺幣計價,RR3,5500,1777861,0.0030936051806074827
92133,E8,野村新興收益傘型基金之中國境內新興債券基金-累積類型新臺幣計?,RR3,300000,1777861,0.16874210076040816
92133,5,野村 e科技基金,RR5,20000,1777861,0.01124947338402721
92133,7,野村中小基金-累積類型,RR5,20000,1777861,0.01124947338402721
92133,27,野村泰國基金,RR5,5000,1777861,0.0028123683460068026
92133,46,野村新興傘型之大俄羅斯基金,RR5,100000,1777861,0.05624736692013605
92133,51,野村巴西證券投資信託基金,RR5,97829,1777861,0.0550262365842999
92133,56,野村亞太複合高收益債基金-累積型新臺幣計價,RR4,439930,1777861,0.24744904129175452
92133,87,野村美利堅高收益債證券投資信託基金-累積型新臺幣計價,RR3,439940,1777861,0.24745466602844654
92133,94,野村全球短期收益基金-新台幣計價,RR2,300162,1777861,0.16883322149481877
289676,7,野村中小基金-累積類型,RR5,3000,803000,0.0037359900373599006
289676,88,野村美利堅高收益債證券投資信託基金-配息型新臺幣計價,RR3,800000,803000,0.9962640099626401
289746,25,野村貨幣市場基金,RR1,43340,43340,1.0
289746,46,野村新興傘型之大俄羅斯基金,RR5,0,43340,0.0
289825,36,野村台灣高股息基金,RR4,10000,10000,1.0
289839,57,野村亞太複合高收益債基金-月配型新臺幣計價,RR4,1,1,1.0
289903,23,野村積極成長基金,RR4,5000,10000,0.5
289903,59,野村環球高收益債基金-累積類型新臺幣計價,RR3,5000,10000,0.5
290000,37,野村全球生技醫療基金,RR4,4000,4000,1.0
290591,1,野村優質基金-累積類型新臺幣計價,RR4,20000,20000,1.0
291370,27,野村泰國基金,RR5,3000,15000,0.2
291370,37,野村全球生技醫療基金,RR4,3000,15000,0.2
291370,44,野村全球氣候變遷基金,RR4,3000,15000,0.2
291370,46,野村新興傘型之大俄羅斯基金,RR5,3000,15000,0.2
291370,54,野村雙印傘型之印度潛力基金,RR5,3000,15000,0.2
291876,20,野村環球基金-新臺幣計價,RR4,5000,10000,0.5
291876,27,野村泰國基金,RR5,5000,10000,0.5
291952,20,野村環球基金-新臺幣計價,RR4,3000,12000,0.25
291952,27,野村泰國基金,RR5,0,12000,0.0
291952,28,野村高科技基金,RR5,0,12000,0.0
291952,37,野村全球生技醫療基金,RR4,3000,12000,0.25
291952,54,野村雙印傘型之印度潛力基金,RR5,3000,12000,0.25
291952,67,野村歐洲中小成長基金-累積類型新臺幣計價,RR4,3000,12000,0.25
292110,27,野村泰國基金,RR5,3000,9000,0.3333333333333333
292110,46,野村新興傘型之大俄羅斯基金,RR5,3000,9000,0.3333333333333333
292110,55,野村雙印傘型之印尼潛力基金,RR5,3000,9000,0.3333333333333333
293272,28,野村高科技基金,RR5,60000,80000,0.75
293272,55,野村雙印傘型之印尼潛力基金,RR5,20000,80000,0.25
29377,27,野村泰國基金,RR5,0,15000,0.0
29377,37,野村全球生技醫療基金,RR4,5000,15000,0.3333333333333333
29377,51,野村巴西證券投資信託基金,RR5,5000,15000,0.3333333333333333
29377,93,野村日本領先基金-累積類型,RR4,5000,15000,0.3333333333333333
293798,1,野村優質基金-累積類型新臺幣計價,RR4,13000,22000,0.5909090909090909
293798,5,野村 e科技基金,RR5,0,22000,0.0
293798,7,野村中小基金-累積類型,RR5,0,22000,0.0
293798,18,野村台灣運籌基金,RR4,3000,22000,0.13636363636363635
293798,19,野村鴻運基金,RR4,3000,22000,0.13636363636363635
293798,27,野村泰國基金,RR5,0,22000,0.0
293798,37,野村全球生技醫療基金,RR4,0,22000,0.0
293798,51,野村巴西證券投資信託基金,RR5,3000,22000,0.13636363636363635
293941,20,野村環球基金-新臺幣計價,RR4,3000,6000,0.5
293941,45,野村新興傘型之中東非洲基金,RR5,3000,6000,0.5
294077,4,野村平衡基金,RR4,15000,74505,0.20132876988121604
294077,8,野村全球品牌基金,RR4,20000,74505,0.26843835984162134
294077,10,野村鑫全球債券組合基金-累積類型,RR3,5000,74505,0.06710958996040534
294077,23,野村積極成長基金,RR4,34505,74505,0.46312328031675726
294191,27,野村泰國基金,RR5,20000,42000,0.47619047619047616
294191,46,野村新興傘型之大俄羅斯基金,RR5,11000,42000,0.2619047619047619
294191,51,野村巴西證券投資信託基金,RR5,8000,42000,0.19047619047619047
294191,55,野村雙印傘型之印尼潛力基金,RR5,3000,42000,0.07142857142857142
294388,48,野村中國機會基金,RR5,5000,5000,1.0
294407,5,野村 e科技基金,RR5,19000,118000,0.16101694915254236
294407,8,野村全球品牌基金,RR4,3000,118000,0.025423728813559324
294407,18,野村台灣運籌基金,RR4,5000,118000,0.0423728813559322
294407,20,野村環球基金-新臺幣計價,RR4,6000,118000,0.05084745762711865
294407,27,野村泰國基金,RR5,10000,118000,0.0847457627118644
294407,28,野村高科技基金,RR5,3000,118000,0.025423728813559324
294407,37,野村全球生技醫療基金,RR4,6000,118000,0.05084745762711865
294407,46,野村新興傘型之大俄羅斯基金,RR5,3000,118000,0.025423728813559324
294407,48,野村中國機會基金,RR5,3000,118000,0.025423728813559324
294407,51,野村巴西證券投資信託基金,RR5,0,118000,0.0
294407,54,野村雙印傘型之印度潛力基金,RR5,23000,118000,0.19491525423728814
294407,55,野村雙印傘型之印尼潛力基金,RR5,14000,118000,0.11864406779661017
294407,67,野村歐洲中小成長基金-累積類型新臺幣計價,RR4,23000,118000,0.19491525423728814
295781,20,野村環球基金-新臺幣計價,RR4,0,3000,0.0
295781,48,野村中國機會基金,RR5,3000,3000,1.0
295829,20,野村環球基金-新臺幣計價,RR4,10000,50000,0.2
295829,37,野村全球生技醫療基金,RR4,10000,50000,0.2
295829,48,野村中國機會基金,RR5,10000,50000,0.2
295829,54,野村雙印傘型之印度潛力基金,RR5,10000,50000,0.2
295829,55,野村雙印傘型之印尼潛力基金,RR5,10000,50000,0.2
295898,20,野村環球基金-新臺幣計價,RR4,3000,3000,1.0
296077,37,野村全球生技醫療基金,RR4,0,23000,0.0
296077,51,野村巴西證券投資信託基金,RR5,23000,23000,1.0
296077,55,野村雙印傘型之印尼潛力基金,RR5,0,23000,0.0
296089,46,野村新興傘型之大俄羅斯基金,RR5,5000,5000,1.0
296127,56,野村亞太複合高收益債基金-累積型新臺幣計價,RR4,0,60063,0.0
296127,57,野村亞太複合高收益債基金-月配型新臺幣計價,RR4,60063,60063,1.0
296142,7,野村中小基金-累積類型,RR5,20000,383000,0.05221932114882506
296142,8,野村全球品牌基金,RR4,60000,383000,0.1566579634464752
296142,13,野村歐洲高股息基金-累積類型,RR4,20000,383000,0.05221932114882506
296142,27,野村泰國基金,RR5,54000,383000,0.1409921671018277
296142,36,野村台灣高股息基金,RR4,20000,383000,0.05221932114882506
296142,37,野村全球生技醫療基金,RR4,20000,383000,0.05221932114882506
296142,46,野村新興傘型之大俄羅斯基金,RR5,19000,383000,0.04960835509138381
296142,48,野村中國機會基金,RR5,170000,383000,0.44386422976501305
29615,4,野村平衡基金,RR4,3000,213000,0.014084507042253521
29615,53,野村新興高收益債組合基金-月配型,RR3,10000,213000,0.046948356807511735
29615,E8,野村新興收益傘型基金之中國境內新興債券基金-累積類型新臺幣計?,RR3,200000,213000,0.9389671361502347
296152,46,野村新興傘型之大俄羅斯基金,RR5,20000,20000,1.0
296158,1,野村優質基金-累積類型新臺幣計價,RR4,5000,139148,0.03593296346336275
296158,7,野村中小基金-累積類型,RR5,5000,139148,0.03593296346336275
296158,18,野村台灣運籌基金,RR4,5000,139148,0.03593296346336275
296158,27,野村泰國基金,RR5,30971,139148,0.22257596228476154
296158,28,野村高科技基金,RR5,5000,139148,0.03593296346336275
296158,48,野村中國機會基金,RR5,5000,139148,0.03593296346336275
296158,55,野村雙印傘型之印尼潛力基金,RR5,83177,139148,0.5977592203984247
296220,1,野村優質基金-累積類型新臺幣計價,RR4,6000,392000,0.015306122448979591
296220,7,野村中小基金-累積類型,RR5,3000,392000,0.007653061224489796
296220,14,野村全球不動產證券化基金-累積型新臺幣計價,RR4,3000,392000,0.007653061224489796
296220,20,野村環球基金-新臺幣計價,RR4,9000,392000,0.02295918367346939
296220,25,野村貨幣市場基金,RR1,350000,392000,0.8928571428571429
296220,27,野村泰國基金,RR5,0,392000,0.0
296220,36,野村台灣高股息基金,RR4,3000,392000,0.007653061224489796
296220,37,野村全球生技醫療基金,RR4,6000,392000,0.015306122448979591
296220,48,野村中國機會基金,RR5,6000,392000,0.015306122448979591
296220,51,野村巴西證券投資信託基金,RR5,3000,392000,0.007653061224489796
296220,67,野村歐洲中小成長基金-累積類型新臺幣計價,RR4,3000,392000,0.007653061224489796
296235,1,野村優質基金-累積類型新臺幣計價,RR4,3000,91176,0.03290339563042906
296235,13,野村歐洲高股息基金-累積類型,RR4,3000,91176,0.03290339563042906
296235,14,野村全球不動產證券化基金-累積型新臺幣計價,RR4,50000,91176,0.5483899271738176
296235,20,野村環球基金-新臺幣計價,RR4,3000,91176,0.03290339563042906
296235,39,野村歐洲高股息基金-季配類型,RR4,10166,91176,0.11149863999298061
296235,40,野村全球不動產證券化基金-月配型新臺幣計價,RR4,10010,91176,0.1097876634201983
296235,46,野村新興傘型之大俄羅斯基金,RR5,3000,91176,0.03290339563042906
296235,48,野村中國機會基金,RR5,3000,91176,0.03290339563042906
296235,51,野村巴西證券投資信託基金,RR5,3000,91176,0.03290339563042906
296235,55,野村雙印傘型之印尼潛力基金,RR5,3000,91176,0.03290339563042906
296257,1,野村優質基金-累積類型新臺幣計價,RR4,3000,3000,1.0
296412,48,野村中國機會基金,RR5,6000,6000,1.0
296440,3,野村成長基金,RR4,10000,13000,0.7692307692307693
296440,7,野村中小基金-累積類型,RR5,3000,13000,0.23076923076923078
296507,14,野村全球不動產證券化基金-累積型新臺幣計價,RR4,9000,9000,1.0
296532,20,野村環球基金-新臺幣計價,RR4,3000,6000,0.5
296532,46,野村新興傘型之大俄羅斯基金,RR5,3000,6000,0.5
310525,D3,野村鑫全球債券組合基金-S類型,RR3,4400,65792,0.06687743190661478
310525,D4,野村鑫平衡組合基金-S類型,RR4,2400,65792,0.036478599221789886
310525,10,野村鑫全球債券組合基金-累積類型,RR3,14639,65792,0.22250425583657588
310525,11,野村鑫平衡組合基金-累積類型,RR4,4040,65792,0.0614056420233463
310525,20,野村環球基金-新臺幣計價,RR4,8320,65792,0.1264591439688716
310525,52,野村新興高收益債組合基金-累積型,RR3,2276,65792,0.03459387159533074
310525,59,野村環球高收益債基金-累積類型新臺幣計價,RR3,2267,65792,0.03445707684824903
310525,76,野村動態配置多重資產基金-累積類型新臺幣計價,RR3,7157,65792,0.10878222276264592
310525,94,野村全球短期收益基金-新台幣計價,RR2,1000,65792,0.015199416342412451
310525,A3,野村核心配置多重資產基金-累積類型新臺幣計價,RR3,6093,65792,0.09261004377431907
310525,D7,野村環球基金-S類型新臺幣計價,RR5,4000,65792,0.060797665369649805
310525,D8,野村新興高收益債組合基金-S類型,RR3,1000,65792,0.015199416342412451
310525,E1,野村環球高收益債基金-S類型新臺幣計價,RR3,1000,65792,0.015199416342412451
310525,E3,野村動態配置多重資產基金-S類型新臺幣計價,RR3,4000,65792,0.060797665369649805
310525,E7,野村核心配置多重資產基金-S類型新臺幣計價,RR3,3200,65792,0.048638132295719845
296586,46,野村新興傘型之大俄羅斯基金,RR5,0,0,
296637,7,野村中小基金-累積類型,RR5,3000,14000,0.21428571428571427
296637,18,野村台灣運籌基金,RR4,6000,14000,0.42857142857142855
296637,37,野村全球生技醫療基金,RR4,5000,14000,0.35714285714285715
296714,8,野村全球品牌基金,RR4,3000,12000,0.25
296714,10,野村鑫全球債券組合基金-累積類型,RR3,3000,12000,0.25
296714,19,野村鴻運基金,RR4,3000,12000,0.25
296714,48,野村中國機會基金,RR5,3000,12000,0.25
296724,8,野村全球品牌基金,RR4,0,20000,0.0
296724,27,野村泰國基金,RR5,10000,20000,0.5
296724,46,野村新興傘型之大俄羅斯基金,RR5,0,20000,0.0
296724,48,野村中國機會基金,RR5,10000,20000,0.5
296724,51,野村巴西證券投資信託基金,RR5,0,20000,0.0
296762,18,野村台灣運籌基金,RR4,14000,14000,1.0
296797,27,野村泰國基金,RR5,40000,100000,0.4
296797,46,野村新興傘型之大俄羅斯基金,RR5,60000,100000,0.6
318446,D3,野村鑫全球債券組合基金-S類型,RR3,3200,24003,0.1333166687497396
318446,D4,野村鑫平衡組合基金-S類型,RR4,2800,24003,0.11665208515602217
318446,D7,野村環球基金-S類型新臺幣計價,RR5,6000,24003,0.2499687539057618
318446,D8,野村新興高收益債組合基金-S類型,RR3,1000,24003,0.04166145898429363
318446,E1,野村環球高收益債基金-S類型新臺幣計價,RR3,1000,24003,0.04166145898429363
318446,E3,野村動態配置多重資產基金-S類型新臺幣計價,RR3,4000,24003,0.16664583593717452
318446,E7,野村核心配置多重資產基金-S類型新臺幣計價,RR3,2000,24003,0.08332291796858726
318446,20,野村環球基金-新臺幣計價,RR4,3000,24003,0.1249843769528809
318446,52,野村新興高收益債組合基金-累積型,RR3,1003,24003,0.04178644336124651
296896,46,野村新興傘型之大俄羅斯基金,RR5,8000,128000,0.0625
296896,48,野村中國機會基金,RR5,60000,128000,0.46875
296896,67,野村歐洲中小成長基金-累積類型新臺幣計價,RR4,30000,128000,0.234375
296896,93,野村日本領先基金-累積類型,RR4,30000,128000,0.234375
296986,7,野村中小基金-累積類型,RR5,3000,18000,0.16666666666666666
296986,8,野村全球品牌基金,RR4,3000,18000,0.16666666666666666
296986,21,野村鴻利基金,RR4,3000,18000,0.16666666666666666
296986,37,野村全球生技醫療基金,RR4,3000,18000,0.16666666666666666
296986,48,野村中國機會基金,RR5,3000,18000,0.16666666666666666
296986,59,野村環球高收益債基金-累積類型新臺幣計價,RR3,3000,18000,0.16666666666666666
297000,1,野村優質基金-累積類型新臺幣計價,RR4,6000,42000,0.14285714285714285
297000,3,野村成長基金,RR4,3000,42000,0.07142857142857142
297000,7,野村中小基金-累積類型,RR5,3000,42000,0.07142857142857142
297000,14,野村全球不動產證券化基金-累積型新臺幣計價,RR4,3000,42000,0.07142857142857142
297000,18,野村台灣運籌基金,RR4,3000,42000,0.07142857142857142
297000,19,野村鴻運基金,RR4,6000,42000,0.14285714285714285
297000,20,野村環球基金-新臺幣計價,RR4,3000,42000,0.07142857142857142
297000,21,野村鴻利基金,RR4,3000,42000,0.07142857142857142
297000,23,野村積極成長基金,RR4,3000,42000,0.07142857142857142
297000,24,野村新馬基金,RR5,0,42000,0.0
297000,28,野村高科技基金,RR5,3000,42000,0.07142857142857142
297000,37,野村全球生技醫療基金,RR4,0,42000,0.0
297000,56,野村亞太複合高收益債基金-累積型新臺幣計價,RR4,3000,42000,0.07142857142857142
297000,87,野村美利堅高收益債證券投資信託基金-累積型新臺幣計價,RR3,3000,42000,0.07142857142857142
297028,19,野村鴻運基金,RR4,10000,10000,1.0
297175,8,野村全球品牌基金,RR4,3000,6000,0.5
297175,36,野村台灣高股息基金,RR4,3000,6000,0.5
297405,5,野村 e科技基金,RR5,3000,117383,0.025557363502381095
297405,14,野村全球不動產證券化基金-累積型新臺幣計價,RR4,0,117383,0.0
297405,20,野村環球基金-新臺幣計價,RR4,0,117383,0.0
297405,25,野村貨幣市場基金,RR1,7088,117383,0.060383530834959065
297405,40,野村全球不動產證券化基金-月配型新臺幣計價,RR4,21,117383,0.00017890154451666765
297405,46,野村新興傘型之大俄羅斯基金,RR5,3000,117383,0.025557363502381095
297405,55,野村雙印傘型之印尼潛力基金,RR5,3000,117383,0.025557363502381095
297405,56,野村亞太複合高收益債基金-累積型新臺幣計價,RR4,10000,117383,0.08519121167460365
297405,59,野村環球高收益債基金-累積類型新臺幣計價,RR3,3000,117383,0.025557363502381095
297405,67,野村歐洲中小成長基金-累積類型新臺幣計價,RR4,0,117383,0.0
297405,76,野村動態配置多重資產基金-累積類型新臺幣計價,RR3,0,117383,0.0
297405,77,野村動態配置多重資產基金-月配類型新臺幣計價,RR3,3619,117383,0.03083069950503906
297405,88,野村美利堅高收益債證券投資信託基金-配息型新臺幣計價,RR3,478,117383,0.004072139918046055
297405,96,野村多元收益平衡基金-月配類型新臺幣計價,RR3,54177,117383,0.4615404274895002
297405,E8,野村新興收益傘型基金之中國境內新興債券基金-累積類型新臺幣計?,RR3,30000,117383,0.2555736350238109
319269,D3,野村鑫全球債券組合基金-S類型,RR3,7400,50000,0.148
319269,D4,野村鑫平衡組合基金-S類型,RR4,5400,50000,0.108
319269,D7,野村環球基金-S類型新臺幣計價,RR5,16000,50000,0.32
319269,D8,野村新興高收益債組合基金-S類型,RR3,2500,50000,0.05
319269,E1,野村環球高收益債基金-S類型新臺幣計價,RR3,2500,50000,0.05
319269,E3,野村動態配置多重資產基金-S類型新臺幣計價,RR3,13000,50000,0.26
319269,E7,野村核心配置多重資產基金-S類型新臺幣計價,RR3,3200,50000,0.064
297407,1,野村優質基金-累積類型新臺幣計價,RR4,3000,21000,0.14285714285714285
297407,5,野村 e科技基金,RR5,0,21000,0.0
297407,7,野村中小基金-累積類型,RR5,3000,21000,0.14285714285714285
297407,21,野村鴻利基金,RR4,3000,21000,0.14285714285714285
297407,37,野村全球生技醫療基金,RR4,3000,21000,0.14285714285714285
297407,45,野村新興傘型之中東非洲基金,RR5,3000,21000,0.14285714285714285
297407,46,野村新興傘型之大俄羅斯基金,RR5,3000,21000,0.14285714285714285
297407,54,野村雙印傘型之印度潛力基金,RR5,0,21000,0.0
297407,67,野村歐洲中小成長基金-累積類型新臺幣計價,RR4,3000,21000,0.14285714285714285
297585,8,野村全球品牌基金,RR4,3000,15000,0.2
297585,18,野村台灣運籌基金,RR4,0,15000,0.0
297585,20,野村環球基金-新臺幣計價,RR4,3000,15000,0.2
297585,27,野村泰國基金,RR5,3000,15000,0.2
297585,37,野村全球生技醫療基金,RR4,3000,15000,0.2
297585,54,野村雙印傘型之印度潛力基金,RR5,3000,15000,0.2
297849,1,野村優質基金-累積類型新臺幣計價,RR4,3000,6000,0.5
297849,3,野村成長基金,RR4,3000,6000,0.5
297902,1,野村優質基金-累積類型新臺幣計價,RR4,3000,511169,0.005868900500617212
297902,3,野村成長基金,RR4,9000,511169,0.01760670150185164
297902,7,野村中小基金-累積類型,RR5,3000,511169,0.005868900500617212
297902,8,野村全球品牌基金,RR4,6000,511169,0.011737801001234425
297902,9,野村全球高股息基金-累積型新臺幣計價,RR4,6000,511169,0.011737801001234425
297902,17,野村亞太高股息基金-累積型新臺幣計價,RR5,3000,511169,0.005868900500617212
297902,18,野村台灣運籌基金,RR4,9000,511169,0.01760670150185164
297902,20,野村環球基金-新臺幣計價,RR4,18000,511169,0.03521340300370328
297902,25,野村貨幣市場基金,RR1,374169,511169,0.7319868771384807
297902,27,野村泰國基金,RR5,3000,511169,0.005868900500617212
297902,28,野村高科技基金,RR5,27000,511169,0.05282010450555492
297902,37,野村全球生技醫療基金,RR4,17000,511169,0.03325710283683087
297902,54,野村雙印傘型之印度潛力基金,RR5,0,511169,0.0
297902,56,野村亞太複合高收益債基金-累積型新臺幣計價,RR4,15000,511169,0.029344502503086064
297902,76,野村動態配置多重資產基金-累積類型新臺幣計價,RR3,3000,511169,0.005868900500617212
297902,93,野村日本領先基金-累積類型,RR4,12000,511169,0.02347560200246885
297902,94,野村全球短期收益基金-新台幣計價,RR2,3000,511169,0.005868900500617212
297903,3,野村成長基金,RR4,12000,460058,0.026083667711462467
297903,8,野村全球品牌基金,RR4,3000,460058,0.006520916927865617
297903,9,野村全球高股息基金-累積型新臺幣計價,RR4,3000,460058,0.006520916927865617
297903,14,野村全球不動產證券化基金-累積型新臺幣計價,RR4,0,460058,0.0
297903,18,野村台灣運籌基金,RR4,9000,460058,0.01956275078359685
297903,20,野村環球基金-新臺幣計價,RR4,12000,460058,0.026083667711462467
297903,25,野村貨幣市場基金,RR1,355058,460058,0.7717679075247034
297903,27,野村泰國基金,RR5,3000,460058,0.006520916927865617
297903,28,野村高科技基金,RR5,24000,460058,0.05216733542292493
297903,37,野村全球生技醫療基金,RR4,18000,460058,0.0391255015671937
297903,48,野村中國機會基金,RR5,3000,460058,0.006520916927865617
297903,54,野村雙印傘型之印度潛力基金,RR5,3000,460058,0.006520916927865617
297903,55,野村雙印傘型之印尼潛力基金,RR5,3000,460058,0.006520916927865617
297903,56,野村亞太複合高收益債基金-累積型新臺幣計價,RR4,3000,460058,0.006520916927865617
297903,76,野村動態配置多重資產基金-累積類型新臺幣計價,RR3,3000,460058,0.006520916927865617
297903,93,野村日本領先基金-累積類型,RR4,6000,460058,0.013041833855731233
298234,20,野村環球基金-新臺幣計價,RR4,3000,3000,1.0
298243,14,野村全球不動產證券化基金-累積型新臺幣計價,RR4,3000,9000,0.3333333333333333
298243,20,野村環球基金-新臺幣計價,RR4,3000,9000,0.3333333333333333
298243,94,野村全球短期收益基金-新台幣計價,RR2,3000,9000,0.3333333333333333
298252,46,野村新興傘型之大俄羅斯基金,RR5,10000,10000,1.0
298257,37,野村全球生技醫療基金,RR4,5000,150081,0.033315343048087365
298257,94,野村全球短期收益基金-新台幣計價,RR2,145081,150081,0.9666846569519126
298287,51,野村巴西證券投資信託基金,RR5,3000,3000,1.0
298309,37,野村全球生技醫療基金,RR4,3000,3000,1.0
298314,7,野村中小基金-累積類型,RR5,6000,66000,0.09090909090909091
298314,8,野村全球品牌基金,RR4,6000,66000,0.09090909090909091
298314,13,野村歐洲高股息基金-累積類型,RR4,6000,66000,0.09090909090909091
298314,17,野村亞太高股息基金-累積型新臺幣計價,RR5,6000,66000,0.09090909090909091
298314,18,野村台灣運籌基金,RR4,6000,66000,0.09090909090909091
298314,20,野村環球基金-新臺幣計價,RR4,6000,66000,0.09090909090909091
298314,37,野村全球生技醫療基金,RR4,6000,66000,0.09090909090909091
