客戶,基金,基金簡稱,風險等級,金額,總金額,weight
96125,56,野村亞太複合高收益債基金-累積型新臺幣計價,RR4,0,56388,0.0
96125,94,野村全球短期收益基金-新台幣計價,RR2,2000,56388,0.03546853940554728
171761,24,野村新馬基金,RR5,3000,12000,0.25
171761,48,野村中國機會基金,RR5,3000,12000,0.25
171761,54,野村雙印傘型之印度潛力基金,RR5,6000,12000,0.5
172322,7,野村中小基金-累積類型,RR5,10000,50000,0.2
172322,8,野村全球品牌基金,RR4,10000,50000,0.2
172322,18,野村台灣運籌基金,RR4,10000,50000,0.2
172322,27,野村泰國基金,RR5,10000,50000,0.2
172322,46,野村新興傘型之大俄羅斯基金,RR5,10000,50000,0.2
172323,27,野村泰國基金,RR5,10000,16000,0.625
172323,54,野村雙印傘型之印度潛力基金,RR5,6000,16000,0.375
172965,8,野村全球品牌基金,RR4,3000,3000,1.0
173031,24,野村新馬基金,RR5,0,47104,0.0
173031,37,野村全球生技醫療基金,RR4,0,47104,0.0
173031,46,野村新興傘型之大俄羅斯基金,RR5,3000,47104,0.06368885869565218
173031,48,野村中國機會基金,RR5,3000,47104,0.06368885869565218
173031,51,野村巴西證券投資信託基金,RR5,3000,47104,0.06368885869565218
173031,54,野村雙印傘型之印度潛力基金,RR5,6000,47104,0.12737771739130435
173031,55,野村雙印傘型之印尼潛力基金,RR5,6000,47104,0.12737771739130435
173031,57,野村亞太複合高收益債基金-月配型新臺幣計價,RR4,20104,47104,0.42680027173913043
173031,93,野村日本領先基金-累積類型,RR4,6000,47104,0.12737771739130435
17314,1,野村優質基金-累積類型新臺幣計價,RR4,3000,14000,0.21428571428571427
17314,3,野村成長基金,RR4,3000,14000,0.21428571428571427
17314,7,野村中小基金-累積類型,RR5,3000,14000,0.21428571428571427
17314,20,野村環球基金-新臺幣計價,RR4,5000,14000,0.35714285714285715
173462,13,野村歐洲高股息基金-累積類型,RR4,0,1040000,0.0
173462,24,野村新馬基金,RR5,0,1040000,0.0
173462,27,野村泰國基金,RR5,10000,1040000,0.009615384615384616
173462,37,野村全球生技醫療基金,RR4,50000,1040000,0.04807692307692308
173462,46,野村新興傘型之大俄羅斯基金,RR5,130000,1040000,0.125
173462,48,野村中國機會基金,RR5,100000,1040000,0.09615384615384616
173462,51,野村巴西證券投資信託基金,RR5,40000,1040000,0.038461538461538464
173462,54,野村雙印傘型之印度潛力基金,RR5,10000,1040000,0.009615384615384616
173462,55,野村雙印傘型之印尼潛力基金,RR5,100000,1040000,0.09615384615384616
173462,60,野村環球高收益債基金-月配類型新臺幣計價,RR3,0,1040000,0.0
173462,93,野村日本領先基金-累積類型,RR4,200000,1040000,0.19230769230769232
173462,C4,野村四年階梯到期新興債-配息新臺幣計價,RR3,200000,1040000,0.19230769230769232
173462,G9,野村全球金融收益基金-月配類型新臺幣計價,RR3,200000,1040000,0.19230769230769232
182390,B1,野村亞太新興債券基金-配息類型新臺幣計價,RR3,20262,135262,0.1497981694784936
182390,21,野村鴻利基金,RR4,3000,135262,0.022179178187517558
182390,28,野村高科技基金,RR5,3000,135262,0.022179178187517558
182390,37,野村全球生技醫療基金,RR4,3000,135262,0.022179178187517558
182390,48,野村中國機會基金,RR5,6000,135262,0.044358356375035116
182390,E8,野村新興收益傘型基金之中國境內新興債券基金-累積類型新臺幣計?,RR3,100000,135262,0.7393059395839187
198176,B1,野村亞太新興債券基金-配息類型新臺幣計價,RR3,879691,1783222,0.49331547053591757
198176,24,野村新馬基金,RR5,10000,1783222,0.005607826731612777
198176,37,野村全球生技醫療基金,RR4,6000,1783222,0.0033646960389676663
198176,53,野村新興高收益債組合基金-月配型,RR3,0,1783222,0.0
198176,93,野村日本領先基金-累積類型,RR4,93353,1783222,0.05235074488762476
198176,96,野村多元收益平衡基金-月配類型新臺幣計價,RR3,245397,1783222,0.13761438564575806
198176,B7,野村亞太收益多重資產基金-月配類型新臺幣計價,RR4,298781,1783222,0.1675512078697997
198176,G9,野村全球金融收益基金-月配類型新臺幣計價,RR3,250000,1783222,0.14019566829031943
173551,54,野村雙印傘型之印度潛力基金,RR5,24720,24720,1.0
173908,46,野村新興傘型之大俄羅斯基金,RR5,5000,5000,1.0
17393,1,野村優質基金-累積類型新臺幣計價,RR4,35000,50000,0.7
17393,7,野村中小基金-累積類型,RR5,15000,50000,0.3
200006,B1,野村亞太新興債券基金-配息類型新臺幣計價,RR3,0,129600,0.0
200006,20,野村環球基金-新臺幣計價,RR4,10000,129600,0.07716049382716049
200006,22,野村鴻揚貨幣市場基金,RR1,29671,129600,0.2289429012345679
200006,25,野村貨幣市場基金,RR1,74929,129600,0.5781558641975308
200006,37,野村全球生技醫療基金,RR4,5000,129600,0.038580246913580245
200006,77,野村動態配置多重資產基金-月配類型新臺幣計價,RR3,10000,129600,0.07716049382716049
175017,27,野村泰國基金,RR5,6000,74000,0.08108108108108109
175017,37,野村全球生技醫療基金,RR4,10000,74000,0.13513513513513514
175017,45,野村新興傘型之中東非洲基金,RR5,6000,74000,0.08108108108108109
175017,46,野村新興傘型之大俄羅斯基金,RR5,6000,74000,0.08108108108108109
175017,48,野村中國機會基金,RR5,10000,74000,0.13513513513513514
175017,54,野村雙印傘型之印度潛力基金,RR5,20000,74000,0.2702702702702703
175017,55,野村雙印傘型之印尼潛力基金,RR5,10000,74000,0.13513513513513514
175017,67,野村歐洲中小成長基金-累積類型新臺幣計價,RR4,6000,74000,0.08108108108108109
175045,1,野村優質基金-累積類型新臺幣計價,RR4,40000,148000,0.2702702702702703
175045,28,野村高科技基金,RR5,6000,148000,0.04054054054054054
175045,46,野村新興傘型之大俄羅斯基金,RR5,42000,148000,0.28378378378378377
175045,48,野村中國機會基金,RR5,5000,148000,0.033783783783783786
175045,51,野村巴西證券投資信託基金,RR5,30000,148000,0.20270270270270271
175045,54,野村雙印傘型之印度潛力基金,RR5,25000,148000,0.16891891891891891
175581,8,野村全球品牌基金,RR4,5000,130000,0.038461538461538464
175581,17,野村亞太高股息基金-累積型新臺幣計價,RR5,10000,130000,0.07692307692307693
175581,46,野村新興傘型之大俄羅斯基金,RR5,5000,130000,0.038461538461538464
175581,48,野村中國機會基金,RR5,100000,130000,0.7692307692307693
175581,59,野村環球高收益債基金-累積類型新臺幣計價,RR3,5000,130000,0.038461538461538464
175581,67,野村歐洲中小成長基金-累積類型新臺幣計價,RR4,5000,130000,0.038461538461538464
176132,7,野村中小基金-累積類型,RR5,4000,13000,0.3076923076923077
176132,48,野村中國機會基金,RR5,3000,13000,0.23076923076923078
176132,93,野村日本領先基金-累積類型,RR4,6000,13000,0.46153846153846156
176160,18,野村台灣運籌基金,RR4,6000,15000,0.4
176160,19,野村鴻運基金,RR4,6000,15000,0.4
176160,46,野村新興傘型之大俄羅斯基金,RR5,3000,15000,0.2
176252,27,野村泰國基金,RR5,5000,11000,0.45454545454545453
176252,55,野村雙印傘型之印尼潛力基金,RR5,6000,11000,0.5454545454545454
176457,27,野村泰國基金,RR5,4000,4000,1.0
177168,18,野村台灣運籌基金,RR4,10000,10000,1.0
177168,57,野村亞太複合高收益債基金-月配型新臺幣計價,RR4,0,10000,0.0
177168,65,野村亞太複合高收益債基金-累積類型人民幣計價,RR4,0,10000,0.0
177392,5,野村 e科技基金,RR5,5000,69000,0.07246376811594203
177392,8,野村全球品牌基金,RR4,3000,69000,0.043478260869565216
177392,20,野村環球基金-新臺幣計價,RR4,10000,69000,0.14492753623188406
177392,27,野村泰國基金,RR5,10000,69000,0.14492753623188406
177392,45,野村新興傘型之中東非洲基金,RR5,6000,69000,0.08695652173913043
177392,46,野村新興傘型之大俄羅斯基金,RR5,15000,69000,0.21739130434782608
177392,48,野村中國機會基金,RR5,10000,69000,0.14492753623188406
177392,51,野村巴西證券投資信託基金,RR5,10000,69000,0.14492753623188406
177583,8,野村全球品牌基金,RR4,3000,73000,0.0410958904109589
177583,18,野村台灣運籌基金,RR4,9000,73000,0.1232876712328767
177583,20,野村環球基金-新臺幣計價,RR4,11000,73000,0.1506849315068493
177583,27,野村泰國基金,RR5,6000,73000,0.0821917808219178
177583,45,野村新興傘型之中東非洲基金,RR5,6000,73000,0.0821917808219178
177583,46,野村新興傘型之大俄羅斯基金,RR5,16000,73000,0.2191780821917808
177583,51,野村巴西證券投資信託基金,RR5,12000,73000,0.1643835616438356
177583,55,野村雙印傘型之印尼潛力基金,RR5,10000,73000,0.136986301369863
177706,14,野村全球不動產證券化基金-累積型新臺幣計價,RR4,33000,43000,0.7674418604651163
177706,24,野村新馬基金,RR5,0,43000,0.0
177706,37,野村全球生技醫療基金,RR4,10000,43000,0.23255813953488372
177706,44,野村全球氣候變遷基金,RR4,0,43000,0.0
177706,46,野村新興傘型之大俄羅斯基金,RR5,0,43000,0.0
177706,67,野村歐洲中小成長基金-累積類型新臺幣計價,RR4,0,43000,0.0
177710,24,野村新馬基金,RR5,3000,3000,1.0
178,1,野村優質基金-累積類型新臺幣計價,RR4,6000,6000,1.0
178221,1,野村優質基金-累積類型新臺幣計價,RR4,3000,256848,0.011680059801906185
178221,18,野村台灣運籌基金,RR4,3000,256848,0.011680059801906185
178221,23,野村積極成長基金,RR4,6000,256848,0.02336011960381237
178221,27,野村泰國基金,RR5,3000,256848,0.011680059801906185
178221,28,野村高科技基金,RR5,3000,256848,0.011680059801906185
178221,36,野村台灣高股息基金,RR4,3000,256848,0.011680059801906185
178221,37,野村全球生技醫療基金,RR4,45294,256848,0.17634554288917959
178221,40,野村全球不動產證券化基金-月配型新臺幣計價,RR4,265,256848,0.0010317386158350465
178221,51,野村巴西證券投資信託基金,RR5,50000,256848,0.1946676633651031
178221,53,野村新興高收益債組合基金-月配型,RR3,469,256848,0.001825982682364667
178221,55,野村雙印傘型之印尼潛力基金,RR5,3000,256848,0.011680059801906185
178221,57,野村亞太複合高收益債基金-月配型新臺幣計價,RR4,133820,256848,0.521008534230362
178221,67,野村歐洲中小成長基金-累積類型新臺幣計價,RR4,3000,256848,0.011680059801906185
178224,23,野村積極成長基金,RR4,3000,3143,0.9545020680878142
178224,40,野村全球不動產證券化基金-月配型新臺幣計價,RR4,143,3143,0.04549793191218581
178442,37,野村全球生技醫療基金,RR4,3000,6000,0.5
178442,67,野村歐洲中小成長基金-累積類型新臺幣計價,RR4,3000,6000,0.5
178567,1,野村優質基金-累積類型新臺幣計價,RR4,6000,12000,0.5
178567,36,野村台灣高股息基金,RR4,3000,12000,0.25
178567,95,野村多元收益平衡基金-累積類型新臺幣計價,RR3,3000,12000,0.25
178768,28,野村高科技基金,RR5,10000,10000,1.0
178816,46,野村新興傘型之大俄羅斯基金,RR5,3000,211000,0.014218009478672985
178816,54,野村雙印傘型之印度潛力基金,RR5,3000,211000,0.014218009478672985
178816,87,野村美利堅高收益債證券投資信託基金-累積型新臺幣計價,RR3,5000,211000,0.023696682464454975
178816,F4,野村新興收益傘型基金之邊境市場高收益主權債基金-月配類型新臺?,RR4,200000,211000,0.9478672985781991
223497,B1,野村亞太新興債券基金-配息類型新臺幣計價,RR3,220000,230000,0.9565217391304348
223497,28,野村高科技基金,RR5,10000,230000,0.043478260869565216
179060,21,野村鴻利基金,RR4,5000,15000,0.3333333333333333
179060,24,野村新馬基金,RR5,5000,15000,0.3333333333333333
179060,37,野村全球生技醫療基金,RR4,5000,15000,0.3333333333333333
179112,20,野村環球基金-新臺幣計價,RR4,6000,6000,1.0
179323,8,野村全球品牌基金,RR4,6000,6000,1.0
179364,7,野村中小基金-累積類型,RR5,200000,1560000,0.1282051282051282
179364,45,野村新興傘型之中東非洲基金,RR5,0,1560000,0.0
179364,46,野村新興傘型之大俄羅斯基金,RR5,360000,1560000,0.23076923076923078
179364,48,野村中國機會基金,RR5,300000,1560000,0.19230769230769232
179364,51,野村巴西證券投資信託基金,RR5,350000,1560000,0.22435897435897437
179364,54,野村雙印傘型之印度潛力基金,RR5,350000,1560000,0.22435897435897437
179480,36,野村台灣高股息基金,RR4,10000,10000,1.0
179681,18,野村台灣運籌基金,RR4,3000,16143,0.1858390633711206
179681,28,野村高科技基金,RR5,3000,16143,0.1858390633711206
179681,88,野村美利堅高收益債證券投資信託基金-配息型新臺幣計價,RR3,10143,16143,0.6283218732577588
179759,7,野村中小基金-累積類型,RR5,3000,7000,0.42857142857142855
179759,28,野村高科技基金,RR5,4000,7000,0.5714285714285714
179884,21,野村鴻利基金,RR4,3000,6000,0.5
179884,23,野村積極成長基金,RR4,3000,6000,0.5
179943,7,野村中小基金-累積類型,RR5,13000,181759,0.07152328082790949
179943,8,野村全球品牌基金,RR4,6000,181759,0.033010744997496684
179943,14,野村全球不動產證券化基金-累積型新臺幣計價,RR4,6000,181759,0.033010744997496684
179943,20,野村環球基金-新臺幣計價,RR4,6000,181759,0.033010744997496684
179943,28,野村高科技基金,RR5,28000,181759,0.1540501433216512
179943,37,野村全球生技醫療基金,RR4,3000,181759,0.016505372498748342
179943,48,野村中國機會基金,RR5,6000,181759,0.033010744997496684
179943,54,野村雙印傘型之印度潛力基金,RR5,3000,181759,0.016505372498748342
179943,67,野村歐洲中小成長基金-累積類型新臺幣計價,RR4,6000,181759,0.033010744997496684
179943,93,野村日本領先基金-累積類型,RR4,6000,181759,0.033010744997496684
179943,94,野村全球短期收益基金-新台幣計價,RR2,98759,181759,0.5433513608679625
179959,4,野村平衡基金,RR4,3000,44000,0.06818181818181818
179959,5,野村 e科技基金,RR5,3000,44000,0.06818181818181818
179959,13,野村歐洲高股息基金-累積類型,RR4,3000,44000,0.06818181818181818
179959,14,野村全球不動產證券化基金-累積型新臺幣計價,RR4,3000,44000,0.06818181818181818
179959,19,野村鴻運基金,RR4,3000,44000,0.06818181818181818
179959,23,野村積極成長基金,RR4,3000,44000,0.06818181818181818
179959,36,野村台灣高股息基金,RR4,3000,44000,0.06818181818181818
179959,37,野村全球生技醫療基金,RR4,3000,44000,0.06818181818181818
179959,50,野村全球美元投資級公司債基金-月配類型,RR2,0,44000,0.0
179959,53,野村新興高收益債組合基金-月配型,RR3,10000,44000,0.22727272727272727
179959,57,野村亞太複合高收益債基金-月配型新臺幣計價,RR4,10000,44000,0.22727272727272727
180243,18,野村台灣運籌基金,RR4,10000,90000,0.1111111111111111
180243,38,野村全球高股息基金-季配型新臺幣計價,RR4,40000,90000,0.4444444444444444
180243,96,野村多元收益平衡基金-月配類型新臺幣計價,RR3,40000,90000,0.4444444444444444
180350,7,野村中小基金-累積類型,RR5,4000,40000,0.1
180350,20,野村環球基金-新臺幣計價,RR4,4000,40000,0.1
180350,21,野村鴻利基金,RR4,10000,40000,0.25
180350,27,野村泰國基金,RR5,6000,40000,0.15
180350,28,野村高科技基金,RR5,4000,40000,0.1
